Brand,Paddle Name,Price,Discount Code,Link to Paddle,Year Released,Approval Body,Shape,Face Material,Grit Type,Build Style,Paddle Type,Core Thickness (mm),Grip Length (in),Grip Size (in),Weight (oz),Swingweight,Swingweight Percentile,Twistweight,Twistweight Percentile,Balance Point (mm),Spin Rating,Spin (RPM),Power (MPH),Power Percentile,Pop (MPH),Pop Percentile,Firepower Percentile,Firepower Z,Firepower Z Tier
Selkirk,Vanguard Control Epic (midweight),$200,INF-BRAYDONU,https://a8qh.short.gy/VCEpic,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.3,4.25,8.14,112,29%,6.37,52%,236,,,,,,,,,
Selkirk,Vanguard Control Invikta (mideweight),$200,INF-BRAYDONU,https://a8qh.short.gy/VCInvikta,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.5,4.25,7.97,113,35%,5.65,9%,237,,,,,,,,,
Selkirk,Vanguard Control S2 (midweight),$200,INF-BRAYDONU,https://a8qh.short.gy/VCS2,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,4.7,4.25,8.01,105,4%,7.09,89%,230,,,,,,,,,
Selkirk,Vanguard Pro Power Invikta,$220,INF-BRAYDONU,https://a8qh.short.gy/ProPI,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,8.03,114,43%,5.89,18%,237,High,1937,55.7,44%,35.2,17%,30%,48,Firepower Control+
Selkirk Labs,008 Epic 13mm,$288,INF-BRAYDONU,https://a8qh.short.gy/813e,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Control,13,5.3,4.25,7.75,102,1%,5.81,13%,229,High,1954,54.8,22%,35.4,20%,21%,37,Firepower Control+
Selkirk Labs,008 Invikta 10mm,$288,INF-BRAYDONU,https://a8qh.short.gy/00810,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,All-Court,10,5.5,4.25,7.9,110,18%,5.20,2%,234,High,1995,55,26%,35.6,28%,27%,41,Firepower Control+
Selkirk Labs,008 Invikta 13mm,$288,INF-BRAYDONU,https://a8qh.short.gy/813I,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Control,13,5.5,4.25,7.7,109,14%,5.40,3%,236,High,1965,55.1,29%,35.3,18%,24%,41,Firepower Control+
Selkirk Labs,008 Tour 13mm,$288,INF-BRAYDONU,https://a8qh.short.gy/813T,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Control,13,6,4.25,7.9,112,29%,5.36,3%,237,High,1991,54.7,21%,35,12%,16%,33,Firepower Soft
Selkirk Labs,008 Tour 16mm,$288,INF-BRAYDONU,https://a8qh.short.gy/816,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Control,16,6,4.25,8.1,116,57%,5.52,6%,239,High,1969,55.2,31%,34.8,8%,19%,38,Firepower Control+
Selkirk Labs,Project 005 Epic,$222,INF-BRAYDONU,https://a8qh.short.gy/005,2023,USAP,Widebody,Fiberglass,Paint Grit,Gen 2/Edgeless,All-Court,16,5.25,4.25,7.97,110,18%,6.88,83%,238,,,,,,,,,
Selkirk Labs,Project 006 Maxima,$333,INF-BRAYDONU,https://a8qh.short.gy/006,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.75,4.25,8.39,118,70%,5.97,24%,236,Low,1848,54.1,14%,34.4,4%,9%,21,Firepower Soft
Selkirk Labs,Project 007 Epic 14mm,$333,INF-BRAYDONU,https://a8qh.short.gy/007E14,2024,USAP,Widebody,Carbon,Durable Texture,Gen 2/Edgeless,Power,14,5.25,4.25,8.13,113,35%,6.50,59%,239,High,1981,55.5,38%,36.8,83%,61%,57,Firepower Balanced
Selkirk Labs,Project 007 Invikta 14mm,$333,INF-BRAYDONU,https://a8qh.short.gy/00714,2024,USAP,Elongated,Carbon,Durable Texture,Gen 2,Power,14,,4.25,8.13,118,70%,5.94,22%,243,Very High,2005,56.5,78%,36.3,59%,69%,66,Firepower High
Six Zero,Black Diamond 14mm,$180,PBEFFECT,https://a8qh.short.gy/BD14,2024,USAP,Hybrid,Fiberglass,Raw Texture/Peel Ply,Gen 2,Power,14,5.5,4.25,8,112,29%,6.46,57%,237,High,1988,55.6,41%,36.8,83%,62%,58,Firepower Balanced
Six Zero,Black Diamond 16mm,$179.99,PBEFFECT,https://a8qh.short.gy/BD,2023,USAP,Hybrid,Fiberglass,Raw Texture/Peel Ply,Gen 2,Power,16,5.5,4.25,8.07,114,43%,6.67,71%,239,High,1981,55.9,54%,36.3,59%,56%,58,Firepower Balanced
Six Zero,Black Diamond Amethyst Pro,$199,PBEFFECT,https://a8qh.short.gy/BDPRO,2023,USAP,Hybrid,Fiberglass,Raw Texture/Peel Ply,Gen 2,Power,16,5.5,4.25,8.23,115,49%,6.72,76%,234,,,,,,,,,
Six Zero,Black Diamond Infinity 16mm,$220,PBEFFECT,https://a8qh.short.gy/BDi,2023,USAP,Hybrid,Fiberglass,Raw Texture/Peel Ply,Gen 2/Edgeless,All-Court,16,5.5,4.25,7.97,107,7%,5.80,13%,229,High,1990,52.8,2%,35.4,20%,11%,11,Firepower Soft
Six Zero,Black Opal ,$250,PBEFFECT,https://a8qh.short.gy/bo,2025,USAP/UPA-A,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,14,5.5,4.25,8.1,114,43%,6.3,46%,239,Very High,2024,57.6,98%,37,90%,94%,86,Firepower Elite
Six Zero,Coral Elongated,$200,PBEFFECT,https://a8qh.short.gy/ce,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.75,4.25,8,113,35%,6.03,27%,238,Very High,2023,56.4,75%,36.6,74%,74%,67,Firepower High
Six Zero,Coral Hybrid,$200,PBEFFECT,https://a8qh.short.gy/ch,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.5,4.25,8.16,112,29%,6.52,60%,236,High,1977,56.3,69%,36.4,64%,67%,64,Firepower Balanced
Six Zero,Coral Widebody,$200,PBEFFECT,https://a8qh.short.gy/cw,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,All-Court,16,5.5,4.25,8.26,108,10%,7.33,96%,231,Very High,2001,56.1,63%,36.4,64%,63%,62,Firepower Balanced
Six Zero,Double Black Diamond (Elongated),$189.99,PBEFFECT,https://a8qh.short.gy/DBDe,2024,USAP,Extra-elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,15,6,4.25,8.18,122,88%,5.74,11%,242,High,1931,56,58%,36.2,52%,55%,59,Firepower Balanced
Six Zero,Double Black Diamond 14 mm,$179.99,PBEFFECT,https://a8qh.short.gy/DBD,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.25,7.87,110,18%,6.18,37%,237,Medium,1925,53.5,9%,36.9,86%,47%,31,Firepower Soft
Six Zero,Double Black Diamond 16 mm,$179.99,PBEFFECT,https://a8qh.short.gy/DBD,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,8.07,114,43%,6.55,63%,237,,,53.7,10%,35.9,37%,24%,27,Firepower Soft
Six Zero,Double Black Diamond Infinity 16mm,$220,PBEFFECT,https://a8qh.short.gy/DBDI,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2/Edgeless,Control,16,5.5,4.25,8.1,110,18%,5.90,19%,231,,,,,,,,,
Six Zero,Infinity Ruby,$220,PBEFFECT,https://a8qh.short.gy/IR,2024,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2/Edgeless,Control,16,5.5,4.25,8.5,116,57%,6,25%,234,,,,,,,,,
Six Zero,Quartz,$89.99,PBEFFECT,https://a8qh.short.gy/Q,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,15,5,4.25,7.97,108,10%,6.43,55%,234,High,1949,52.8,2%,34.8,8%,5%,7,Firepower Soft
Six Zero,Ruby,$200,PBEFFECT,https://a8qh.short.gy/ruby,2023,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,8.33,117,63%,6.81,80%,238,Low,,53.9,12%,35.3,18%,15%,25,Firepower Soft
Six Zero,Ruby (14mm),$199.99,PBEFFECT,https://a8qh.short.gy/R14,2024,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2,Power,14,5.5,4.25,8.1,114,43%,6.53,61%,238,High,1965,55.4,35%,36.9,86%,61%,56,Firepower Balanced
Six Zero,Ruby Pro,$225,PBEFFECT,https://a8qh.short.gy/r-pro,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,14,5.5,4.25,8.1,114,43%,6.27,43%,238,,,,,,,,,
Six Zero,Sapphire,$99.99,PBEFFECT,https://a8qh.short.gy/Sap,2023,USAP,Elongated,Carbon,Paint Grit,Gen 1.5,Power,13,5.5,4.25,7.9,111,23%,5.40,3%,224,,,,,,,,,
Six Zero,Sapphire V2,$139.99,PBEFFECT,https://a8qh.short.gy/SV2,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,13,5.6,4.25,7.85,116,57%,6.19,38%,241,,,,,,,,,
SLK,ERA Power Elongated,$200,INF-BRAYDONU,https://a8qh.short.gy/ERAE,2025,USAP/UPA-A,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.75,4.25,8,117,63%,6.28,44%,241,,,,,,,,,
SLK,ERA Power Widebody,$200,INF-BRAYDONU,https://a8qh.short.gy/ERAW,2025,USAP/UPA-A,Widebody,Carbon,Raw Texture/Peel Ply,Gen 3,Power,16,5.6,4.25,8.14,111,23%,7.16,92%,235,,,,,,,,,
SLK,Halo Control Max,$139.99,INF-BRAYDONU,https://a8qh.short.gy/halo,2022,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,4.75,4.5,7.94,111,23%,6.94,85%,237,,,,,,,,,
SLK,Halo Control Max (2024 version),$130,INF-BRAYDONU,https://a8qh.short.gy/HCM,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,4.85,4.25,7.9,110,18%,6.77,78%,237,High,1983,54.1,14%,34.2,3%,8%,19,Firepower Soft
SLK,Halo Control XL,$139.99,INF-BRAYDONU,https://a8qh.short.gy/halo,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.6,4.5,8.1,122,88%,6.07,29%,244,,,,,,,,,
SLK,Halo Power Max,$139.99,INF-BRAYDONU,https://a8qh.short.gy/halo,2022,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,13,4.75,4,7.97,110,18%,6.54,62%,234,,,,,,,,,
SLK,Halo Power Max (2024 version),$130,INF-BRAYDONU,https://a8qh.short.gy/HPM,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,13,4.85,4.25,7.7,103,2%,6.81,80%,231,High,2000,55.5,38%,35.7,32%,35%,49,Firepower Control+
SLK,Halo Power XL,$139.99,INF-BRAYDONU,https://a8qh.short.gy/halo,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,13,5.6,4,7.97,120,82%,5.59,7%,245,,,,,,,,,
SLK,Halo Pro Max,$150,INF-BRAYDONU,https://a8qh.short.gy/Mpro,2024,USAP,Widebody,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,4.85,4.25,7.92,108,10%,7.00,87%,234,High,1953,55.1,29%,35.5,24%,26%,42,Firepower Control+
SLK,Halo Pro XL,$150,INF-BRAYDONU,https://a8qh.short.gy/SLKPXL ,2024,USAP,Elongated,Kevlar/Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.75,4.25,7.98,120,82%,5.90,19%,245,High,1939,55.6,41%,36.6,74%,57%,57,Firepower Balanced
Spartus,Apollo,$129.99,PBEFFECT,https://a8qh.short.gy/Apollo,2024,USAP,Widebody,Kevlar,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,8.07,108,10%,7.54,98%,232,Medium,1927,53.5,9%,35,12%,11%,17,Firepower Soft
Spartus,Ballista,$159.99,PBEFFECT,https://a8qh.short.gy/B,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2/Edgeless,All-Court,16,5.5,4.125,7.94,113,35%,5.59,7%,239,,,,,,,,,
Spartus,Gladius Centurion,$99.99,PBEFFECT,https://a8qh.short.gy/GC,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.125,7.98,121,85%,6.06,29%,243,,,,,,,,,
Spartus,Odyssey Apex,$89.99,PBEFFECT,https://a8qh.short.gy/OA,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.35,4.25,7.9,110,18%,6.56,63%,236,Very High,2019,54.5,19%,35.2,17%,18%,32,Firepower Soft
Spartus,Olympus,$199.99,PBEFFECT,https://a8qh.short.gy/SO,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,All-Court,14,5.5,4.125,8,113,35%,6.32,48%,238,Very High,2043,55.7,44%,36.5,69%,56%,57,Firepower Balanced
Spartus,Orion,$89.99,PBEFFECT,https://a8qh.short.gy/ORA,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.85,4.25,7.93,116,57%,6.00,25%,241,Very High,2027,55.4,35%,35.5,24%,30%,46,Firepower Control+
Spartus,P1 Hybrid,$219.99,PBEFFECT,https://a8qh.short.gy/p1h,2026,USAP,Hybrid,Carbon,Durable Texture,Gen 4,Power,16,5.3,4.25,8.12,115,49%,6.7,74%,238,Very High,2047,56.8,88%,36.9,86%,87%,75,Firepower High
Technifibre,TF-Blitz,$209,,,2024,USAP,Extra-elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,15,6,4.25,8.24,124,94%,5.81,13%,244,Very High,2092,56.5,78%,36.8,83%,81%,70,Firepower High
Technifibre,TF-Command,$209,,,2024,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,15,5,4.25,8.16,110,18%,6.81,80%,233,Very High,2044,55,26%,35.7,32%,29%,42,Firepower Control+
Technifibre,TF-Select,$209,,,2024,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2,All-Court,15,5.5,4.25,8.1,112,29%,6.43,55%,234,Very High,2093,55.9,54%,36.6,74%,64%,61,Firepower Balanced
Thrive,Azul 16,$199.99,PBEFFECT,https://a8qh.short.gy/azul16,2024,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2,Power,16,5.25,4.25,8.12,117,63%,6.60,66%,240,High,1948,55.7,44%,36,42%,43%,54,Firepower Balanced
Thrive,Blackout 16,$199.99,PBEFFECT,https://a8qh.short.gy/BO16,2024,USAP,Hybrid,Fiberglass,Raw Texture/Peel Ply,Gen 2,Power,16,5.25,4.25,8.28,119,78%,6.71,76%,242,Medium,1897,56.5,78%,36.2,52%,65%,66,Firepower High
Thrive,Fury Elongate,$199.99,PBEFFECT,https://a8qh.short.gy/furyE,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 3,Power,15.5,5.5,4.25,7.9,115,49%,6.13,33%,243,,,,,,,,,
Thrive,Project Fury,$199.99,PBEFFECT,https://a8qh.short.gy/Fury,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 3,Power,15.5,5.5,4.25,8,112,29%,6.54,62%,237,Very High,2037,56.2,67%,36.4,64%,65%,63,Firepower Balanced
Thrive,Rush 13mm,$179.99,PBEFFECT,https://a8qh.short.gy/Rush,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,13,5.5,4.125,7.9,119,78%,6.10,30%,244,High,1931,55.7,44%,35.6,28%,36%,51,Firepower Balanced
Thrive,Smoke,$219.99,PBEFFECT,https://a8qh.short.gy/smoke,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,Power,14.5,5.5,4.25,7.96,119,78%,6.14,34%,242,Very High,2003,56.4,75%,36.2,52%,64%,64,Firepower Balanced
Thrive,Surge 16,$199.99,PBEFFECT,https://a8qh.short.gy/Surge,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.25,4.25,8.03,117,63%,6.80,80%,243,High,1937,55.3,34%,35.6,28%,31%,45,Firepower Control+
Thrive,Threat 16mm,$179.99,PBEFFECT,https://a8qh.short.gy/Threat,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.25,8,122,88%,6.74,76%,245,Medium,1918,54.4,18%,34.6,6%,12%,26,Firepower Soft
Vatic Pro,Flash 14 mm,$139.99,PBEFFECT,https://a8qh.short.gy/VPFlash,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.3,4.125,7.94,110,18%,6.15,35%,235,,,53.9,12%,34.4,4%,8%,18,Firepower Soft
Vatic Pro,Flash 16 mm,$139.99,PBEFFECT,https://a8qh.short.gy/VPFlash,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.3,4.125,8.25,115,49%,6.70,74%,237,High,1935,,,,,,,
Vatic Pro,Prism Bloom 14mm,$99.99,PBEFFECT,https://a8qh.short.gy/PB14,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1.5,Control,14,5.6,4.125,7.7,107,7%,6.05,28%,238,,,,,,,,,
Vatic Pro,Prism Bloom 16mm,$99.99,PBEFFECT,https://a8qh.short.gy/PB16,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1.5,Control,16,5.6,4.125,7.92,112,29%,7.07,89%,238,,,,,,,,,
Vatic Pro,Prism Flash 14 mm,$99.99,PBEFFECT,https://a8qh.short.gy/PF14,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,14,5.3,4.125,7.8,111,23%,6.11,31%,241,High,1950,53,5%,35,12%,9%,11,Firepower Soft
Vatic Pro,Prism Flash 16 mm,$99.99,PBEFFECT,https://a8qh.short.gy/VPFP16,2023,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,Control,16,5.3,4.125,7.91,114,43%,6.40,53%,237,High,1942,51.8,1%,33.7,1%,1%,0,Firepower Soft
Vatic Pro,Prism Flash LH 14,$99.99,PBEFFECT,https://a8qh.short.gy/LH14,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,14,5.75,4.125,7.94,116,57%,5.89,18%,241,,,,,,,,,
Vatic Pro,Prism Flash LH 16,$99.99,PBEFFECT,https://a8qh.short.gy/LH16,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,Control,16,5.75,4.125,8.05,117,63%,6.18,37%,241,,,,,,,,,
Vatic Pro,Prism V7,$99.99,PBEFFECT,https://a8qh.short.gy/VPV7P,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.3,4.125,8.44,128,99%,6.96,86%,244,,,52.8,2%,34.6,6%,4%,5,Firepower Soft
Vatic Pro,Prism V7 LH,$99.99,PBEFFECT,https://a8qh.short.gy/PV7LH,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.6,4.125,7.97,119,78%,6.16,36%,243,,,53.2,6%,34.4,4%,5%,9,Firepower Soft
Vatic Pro,Saga Bloom 14mm,$149.99,PBEFFECT,https://a8qh.short.gy/SB,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14,5.3,4.125,7.7,107,7%,6.61,67%,239,Very High,2038,55.7,44%,35.7,32%,38%,51,Firepower Balanced
Vatic Pro,Saga Bloom 16mm,$149.99,PBEFFECT,https://a8qh.short.gy/SB,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 1,Control,16,5.6,4.125,8,111,23%,7.02,87%,237,Very High,2028,53.9,12%,34.8,8%,10%,21,Firepower Soft
Vatic Pro,Saga Flash LH 16mm,$149.99,PBEFFECT,https://a8qh.short.gy/SFLH,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,16,5.75,4.125,8.17,120,82%,6.30,46%,244,,,,,,,,,
Vatic Pro,Saga Flash SH 14mm,$149.99,PBEFFECT,https://a8qh.short.gy/SFSH,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14,5.3,4.125,7.7,109,14%,5.95,23%,239,Very High,2015,55.9,54%,35.7,32%,43%,54,Firepower Balanced
Vatic Pro,Saga Flash SH 16mm,$149.99,PBEFFECT,https://a8qh.short.gy/SFSH,2024,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,16,5.3,4.125,7.93,114,43%,6.39,52%,240,High,1961,56.5,78%,35.5,24%,51%,60,Firepower Balanced
Vatic Pro,Saga V7 LH,$149.99,PBEFFECT,https://a8qh.short.gy/SVLH,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,16,5.75,4.125,8.28,125,97%,6.50,59%,246,,,,,0,,,,
Vatic Pro,Saga V7 SH,$149.99,PBEFFECT,https://a8qh.short.gy/SVSH,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1.5,All-Court,16,5.3,4.125,8.13,120,82%,6.62,68%,243,High,1954,56.8,88%,35.6,28%,58%,65,Firepower High
Vatic Pro,Saga V7 SH 14mm,$149.99,PBEFFECT,https://a8qh.short.gy/SVLH,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 1,All-Court,14,5.3,4.125,7.9,116,57%,6.23,40%,242,High,1978,56.3,69%,35.5,24%,47%,58,Firepower Balanced
Vatic Pro,V-Sol Power Bloom,$109.99,PBEFFECT,https://a8qh.short.gy/pow-b,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,7.95,109,14%,7.02,87%,236,Very High,2069,56.3,69%,36.4,64%,67%,64,Firepower Balanced
Vatic Pro,V-Sol Power Flash,$109.99,PBEFFECT,https://a8qh.short.gy/pow-f,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,7.97,110,18%,6.29,45%,235,Very High,2073,57,94%,36.6,74%,84%,75,Firepower High
Vatic Pro,V-Sol Power V7,$109.99,PBEFFECT,https://a8qh.short.gy/pow-v7,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,8.14,117,63%,6.67,71%,239,Very High,2088,57.3,97%,36.7,81%,89%,80,Firepower Elite
Vatic Pro,V-Sol Pro Bloom,$109.99,PBEFFECT,https://a8qh.short.gy/pro-b,2025,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,7.92,107,7%,6.87,83%,233,Very High,2111,56.2,67%,36.6,74%,70%,65,Firepower High
Vatic Pro,V-Sol Pro Flash,$109.99,PBEFFECT,https://a8qh.short.gy/pro-f,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,8.1,108,10%,6.43,55%,231,Very High,2060,56.8,88%,37,90%,89%,75,Firepower High
Vatic Pro,V-Sol Pro Flash LH,$109.99,PBEFFECT,https://a8qh.short.gy/pro-flh,2025,USAP,Hybrid,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,8,109,14%,5.99,25%,233,,,,,,,,,
Vatic Pro,V-Sol Pro V7,$109.99,PBEFFECT,https://a8qh.short.gy/pro-v7,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.3,4.125,8.15,114,43%,6.49,58%,236,,2120,57.1,95%,37.1,93%,94%,80,Firepower Elite
Vatic Pro,V-Sol Pro V7 LH,$109.99,PBEFFECT,https://a8qh.short.gy/pro-v7lh,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,7.97,114,43%,6.02,27%,237,,,,,,,,,
Vatic Pro,V7,$139.99,PBEFFECT,https://a8qh.short.gy/VPV7,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.3,4.125,8.32,123,92%,6.93,85%,244,Medium,1916,54.3,17%,35.9,37%,27%,35,Firepower Control+
Vatic Pro ,V-Sol Power V7 LH,$109.99,PBEFFECT,https://a8qh.short.gy/pow-v7lh,2025,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 4,Power,16,5.6,4.125,8,119,78%,6.24,41%,242,,,,,,,,,
Versix,Vector XL,$129.99,PBEFFECT,https://a8qh.short.gy/Vect,2024,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,15,5.75,4.25,8.3,121,85%,6.85,82%,240,Medium,1916,56.1,63%,35.9,37%,50%,58,Firepower Balanced
Volair,CTRL 1 Forza,$199.99,PBEFFECT,https://a8qh.short.gy/C1F ,2024,USAP,Hybrid,Kevlar,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.15,8,115,49%,6.26,43%,240,,,,,,,,,
Volair,CTRL 2 Forza,$199.99,PBEFFECT,https://a8qh.short.gy/C2F,2024,USAP,Widebody,Kevlar,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.15,7.96,108,10%,7.16,92%,235,,,,,,,,,
Volair,Mach 1 14mm,$159.99,PBEFFECT,https://a8qh.short.gy/Mach14,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.15,7.84,115,49%,5.82,14%,240,Medium,1900,53.2,6%,36.1,47%,27%,22,Firepower Soft
Volair,Mach 1 16mm,$159.99,PBEFFECT,https://a8qh.short.gy/Mach16,2022,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.15,8.06,118,70%,6.02,27%,242,Very High,2005,53.9,12%,34.7,8%,10%,20,Firepower Soft
Volair,Mach 1 Forza 14mm,$179.99,PBEFFECT,https://a8qh.short.gy/MF14,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,Power,14,5.5,4.15,7.69,109,14%,5.82,14%,237,High,1954,54,14%,35.7,32%,23%,29,Firepower Soft
Volair,Mach 1 Forza 16mm,$179.99,PBEFFECT,https://a8qh.short.gy/Forza16,2023,USAP,Elongated,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,16,5.5,4.15,8.19,117,63%,6.57,64%,240,High,1988,55,26%,35.5,24%,25%,41,Firepower Control+
Volair,Mach 2 14mm,$139.99,PBEFFECT,https://a8qh.short.gy/M214,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,14,5.5,4.15,7.9,106,6%,6.76,77%,231,High,1967,52.8,2%,35,12%,7%,8,Firepower Soft
Volair,Mach 2 16 mm,$139.99,PBEFFECT,https://a8qh.short.gy/M216,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,Control,16,5.5,4.15,7.97,108,10%,6.77,78%,231,Very High,2003,53,5%,35,12%,9%,11,Firepower Soft
Volair,Mach 2 Forza 14mm,$179.99,PBEFFECT,https://a8qh.short.gy/M2F14,2023,USAP,Widebody,Carbon,Raw Texture/Peel Ply,Gen 2,All-Court,14,5.5,4.15,7.8,109,14%,6.90,84%,238,High,1998,52.9,5%,35.9,37%,21%,16,Firepower Soft
